customer_id,age,gender,city,plan_type,monthly_bill,data_usage_gb,call_minutes,sms_count,complaints,customer_tenure_months,payment_method,network_quality,support_calls,device_type,churn_status,customer_rating
C10728,43.0,Female,Coimbatore,Unlimited,581.33,11.48,94,42,0,3,Debit Card,Good,3,iPhone,No,3.4
C10843,45.0,Female,Madurai,Basic,478.0,15.52,224,35,1,50,UPI,Poor,0,iPhone,No,3.3
C10384,24.0,Male,Mumbai,Basic,1349.13,13.58,256,49,1,43,UPI,Excellent,0,Android,Yes,4.1
C10948,26.0,Female,Salem,Standard,2415.48,32.09,258,59,2,11,Credit Card,Good,2,iPhone,No,3.4
C10861,64.0,Female,Chennai,Standard,1414.91,18.45,301,46,1,32,,Good,2,Android,No,3.6
C11084,55.0,Female,Pune,Standard,642.16,7.93,297,34,1,3,Credit Card,Good,3,Android,No,4.2
C11014,52.0,Female,Coimbatore,Standard,899.33,58.54,87,46,3,72,Credit Card,Average,2,Feature Phone,No,2.8
C11189,44.0,Other,Bengaluru,Unlimited,2025.23,6.31,244,38,1,47,UPI,Excellent,1,iPhone,No,4.9
C10238,37.0,Male,Pune,Basic,924.34,21.56,393,45,0,73,Net Banking,Good,0,Android,No,4.6
C11199,46.0,Male,Hyderabad,Premium,1374.52,18.69,420,41,1,1,Auto Pay,Good,2,Android,No,4.1
C11017,22.0,Male,Coimbatore,Basic,1849.66,23.98,137,38,0,85,Auto Pay,Excellent,0,Feature Phone,No,5.0
C10445,62.0,Male,Pune,Unlimited,916.75,13.49,309,34,1,84,Auto Pay,Good,1,iPhone,No,4.4
C10662,33.0,Female,Pune,Standard,1955.09,,122,43,1,81,UPI,Good,2,iPhone,No,3.8
C10271,26.0,Male,Pune,Basic,520.97,16.09,298,50,3,39,UPI,Good,0,Android,Yes,4.2
C10463,47.0,Female,Bengaluru,Basic,587.37,12.04,255,35,2,46,Auto Pay,Good,4,iPhone,No,2.3
C10690,25.0,Female,,Basic,1581.17,1.79,58,48,2,57,Credit Card,Good,3,Android,No,3.6
C11186,35.0,Male,Pune,Standard,1192.16,17.12,189,41,2,52,Debit Card,Excellent,0,Feature Phone,No,3.6
C10510,60.0,Other,Kochi,Unlimited,1361.7,20.01,438,38,2,35,UPI,Good,4,Android,Yes,2.3
C10735,58.0,Female,Hyderabad,Premium,1896.23,,296,43,0,52,Net Banking,Good,3,Android,No,3.4
C11175,26.0,Male,Chennai,Basic,721.7,15.64,319,48,3,40,Credit Card,Average,2,Android,No,2.8
C10541,41.0,Female,Madurai,Premium,2139.92,9.6,383,42,3,60,Credit Card,Good,1,Android,No,3.4
C10501,50.0,Male,Madurai,Basic,223.65,16.15,277,43,0,43,UPI,Good,2,Android,No,3.4
C10964,47.0,Male,Coimbatore,Basic,911.29,22.07,136,34,4,12,Auto Pay,Good,1,iPhone,No,2.2
C10992,20.0,Female,Mumbai,Basic,1437.24,25.79,216,39,0,81,Auto Pay,Excellent,4,Android,Yes,3.2
C10816,23.0,Male,Chennai,Premium,2164.46,3.45,323,42,0,69,UPI,Average,5,Android,No,3.6
C10517,19.0,Female,Trichy,Basic,1568.34,8.9,218,40,3,1,Auto Pay,Poor,4,Android,Yes,1.0
C11149,25.0,Female,Coimbatore,Basic,2371.83,25.47,194,38,2,80,Net Banking,Excellent,3,iPhone,Yes,3.0
C10195,32.0,Male,Hyderabad,Standard,362.66,17.07,332,41,0,72,,Good,3,Android,No,4.0
C10945,47.0,Female,Hyderabad,Basic,1382.91,,828,60,1,48,Credit Card,Average,1,iPhone,No,4.5
C10005,25.0,Female,Trichy,Premium,2206.58,9.71,400,47,6,50,Auto Pay,Excellent,3,Android,No,1.2
C10179,50.0,Female,Coimbatore,Standard,1732.0,6.93,521,46,0,47,UPI,Good,2,Feature Phone,No,3.6
C10408,60.0,Male,Mumbai,Unlimited,1182.17,1.37,185,54,0,41,Debit Card,Good,2,Android,Yes,4.0
C10062,21.0,Male,Chennai,Standard,1543.45,12.25,70,44,4,70,Credit Card,Good,4,iPhone,No,2.8
C10167,62.0,Female,Hyderabad,Standard,2402.28,16.59,279,52,1,29,Net Banking,Excellent,1,iPhone,No,3.9
C10240,36.0,Male,Mumbai,Basic,743.93,26.47,134,41,0,86,Credit Card,Good,2,Android,No,4.3
C10995,27.0,Female,Trichy,Premium,2107.0,14.76,216,50,1,41,Auto Pay,Excellent,0,iPhone,Yes,3.7
C10380,52.0,Female,Chennai,Standard,788.24,19.41,298,39,2,12,Debit Card,Average,4,Android,Yes,2.6
C10993,50.0,Female,Salem,Standard,2299.43,14.55,183,34,2,18,Credit Card,Good,1,Android,No,3.8
C10623,34.0,Female,Madurai,Unlimited,2176.18,19.88,230,48,1,16,Credit Card,Excellent,2,Android,No,4.3
C10551,54.0,Male,Trichy,Standard,1001.31,19.78,81,41,1,30,Credit Card,Good,3,Android,Yes,3.5
C10839,36.0,Male,Madurai,Basic,1412.45,21.15,128,47,1,21,Net Banking,Poor,2,Android,No,2.8
C10098,41.0,Male,Chennai,Premium,1469.44,8.22,335,51,1,41,Net Banking,Excellent,5,Android,No,3.1
C10158,46.0,Female,Trichy,Standard,1551.4,27.49,214,55,2,57,UPI,Good,2,Feature Phone,No,3.2
C11104,46.0,Female,Hyderabad,Premium,847.2,11.84,466,36,3,88,Credit Card,,1,Feature Phone,Yes,3.0
C10851,29.0,Female,Trichy,Basic,2429.58,18.29,356,46,0,10,Auto Pay,Good,0,Android,No,5.0
C10485,18.0,Male,Kochi,Premium,2221.34,16.07,238,46,0,31,Debit Card,Good,1,Android,No,4.1
C11191,60.0,Female,Coimbatore,Premium,985.76,20.21,241,50,3,73,Auto Pay,Poor,1,iPhone,No,2.7
C10401,39.0,Male,Madurai,Standard,499.65,7.39,243,52,0,68,Credit Card,Average,0,Android,No,4.5
C10852,43.0,Male,Coimbatore,Unlimited,1872.55,9.9,210,53,1,46,Auto Pay,Good,1,iPhone,Yes,4.1
C10774,18.0,Female,Madurai,Basic,1454.1,28.55,149,46,0,84,Net Banking,Excellent,3,iPhone,No,4.5
C10248,50.0,Female,Bengaluru,Standard,366.29,28.81,116,47,1,37,Debit Card,Poor,1,Android,No,3.2
C10941,23.0,Female,Mumbai,Premium,773.41,5.0,155,48,1,89,Credit Card,Average,3,iPhone,No,2.8
C10988,28.0,Male,Mumbai,Standard,1224.4,28.38,300,42,1,19,Net Banking,Average,4,Android,Yes,3.7
C10586,56.0,Other,Chennai,Premium,738.94,4.54,613,48,4,43,Credit Card,Excellent,2,Android,No,2.4
C10680,28.0,Male,Trichy,Premium,1017.7,14.37,163,52,1,86,UPI,Good,2,iPhone,No,3.2
C10447,33.0,Female,Trichy,Standard,2180.26,8.95,85,42,2,60,UPI,Excellent,1,iPhone,No,3.3
C10571,,Female,Trichy,Standard,1988.51,10.78,371,34,2,10,,Good,2,iPhone,No,4.0
C11111,62.0,Male,Madurai,Basic,1592.56,27.3,73,42,3,5,Net Banking,Excellent,2,Android,No,2.9
C10905,43.0,Male,Mumbai,Standard,320.31,6.71,422,38,0,71,Credit Card,Excellent,1,Android,No,5.0
C10777,47.0,Female,Mumbai,Standard,1920.8,26.42,495,40,1,81,UPI,Excellent,1,Android,No,4.3
C10850,58.0,Female,Kochi,Unlimited,1618.55,3.85,304,54,0,65,UPI,Good,3,iPhone,No,3.7
C10157,60.0,Male,Mumbai,Standard,2099.58,6.7,388,46,1,28,Credit Card,Excellent,3,iPhone,No,3.6
C10469,43.0,Female,Chennai,Basic,586.04,4.51,334,39,0,19,Auto Pay,Excellent,2,iPhone,Yes,4.0
C11047,42.0,Male,Trichy,Unlimited,1143.68,20.47,317,44,2,66,Debit Card,Excellent,3,Android,No,3.2
C10817,19.0,Female,Coimbatore,Unlimited,981.01,21.45,270,42,1,63,Auto Pay,Good,1,Android,No,3.3
C10721,50.0,Female,Mumbai,Standard,672.33,10.49,318,40,0,92,Auto Pay,Excellent,2,Android,Yes,4.3
C10500,50.0,Male,Madurai,Standard,519.28,17.09,286,44,1,82,Auto Pay,Average,1,Android,No,5.0
C10029,42.0,Male,Bengaluru,Standard,2085.16,7.47,269,38,3,35,UPI,Excellent,7,Android,No,1.3
C10715,42.0,Female,Pune,Premium,1311.88,30.13,483,49,2,75,UPI,Average,2,iPhone,No,3.8
C10139,56.0,Male,Madurai,Premium,2385.23,22.93,428,37,3,34,Auto Pay,Average,2,iPhone,Yes,2.9
C10617,55.0,Female,Trichy,Standard,636.3,27.03,412,48,2,36,Credit Card,Poor,1,Android,No,2.7
C11021,26.0,Female,Kochi,Standard,1198.42,9.2,372,49,1,46,Credit Card,Good,1,iPhone,No,3.3
C10805,22.0,Female,Salem,Basic,1518.2,9.84,350,46,1,87,Debit Card,Excellent,1,Android,No,4.2
C10482,27.0,Male,Madurai,Premium,1742.33,10.3,263,50,1,29,UPI,Average,1,Feature Phone,Yes,3.2
C10803,59.0,Female,Mumbai,Unlimited,1969.42,20.99,214,52,1,1,UPI,,2,Android,Yes,3.3
C10875,31.0,Male,Coimbatore,Premium,2321.08,29.67,115,47,2,66,Auto Pay,Good,4,iPhone,No,1.7
C10914,20.0,Male,Mumbai,Standard,1231.88,24.25,379,38,2,9,UPI,Average,4,Android,Yes,2.1
C10101,25.0,Female,Pune,Basic,1526.06,16.8,233,46,4,28,Credit Card,Good,1,Feature Phone,No,2.6
C10604,34.0,Female,Bengaluru,Unlimited,444.64,8.38,163,44,0,23,Net Banking,Average,3,Android,No,3.6
C10102,41.0,Male,Madurai,Standard,993.61,14.62,212,57,1,47,Debit Card,Excellent,0,Android,No,5.0
C10950,48.0,Male,Bengaluru,Standard,1586.39,12.73,386,40,0,91,Auto Pay,Average,2,Android,No,4.2
C10669,37.0,Female,Chennai,Basic,640.64,24.37,431,49,1,75,Net Banking,Good,2,iPhone,No,3.4
C11133,29.0,Female,Mumbai,Premium,1532.61,9.6,415,59,3,4,UPI,Good,2,iPhone,No,2.9
C10959,45.0,Male,Bengaluru,Basic,2222.63,11.35,434,46,1,92,,Excellent,3,iPhone,Yes,3.4
C10654,55.0,Male,Bengaluru,Basic,2396.99,17.78,376,38,1,26,UPI,Good,0,Android,No,4.4
C10387,37.0,Female,Mumbai,Premium,1942.49,14.12,118,44,0,49,UPI,Excellent,2,iPhone,No,3.4
C10011,28.0,Female,Mumbai,Standard,853.45,3.91,164,44,1,10,Debit Card,Good,0,Android,Yes,4.1
C10960,28.0,Male,Trichy,Premium,1690.97,38.06,162,43,2,36,Auto Pay,Good,2,Android,No,2.5
C10658,49.0,Female,Trichy,Premium,610.92,25.44,188,49,2,67,Auto Pay,Poor,0,Android,Yes,4.0
C10931,23.0,Male,Pune,Standard,1307.64,14.87,573,39,1,87,UPI,Good,3,Android,No,3.4
C10405,59.0,Female,Pune,Unlimited,674.68,17.92,203,46,0,54,UPI,Good,2,Android,No,3.9
C11174,26.0,Female,Trichy,Standard,1586.46,5.14,93,50,2,66,Debit Card,Excellent,2,Android,No,4.7
C10636,43.0,Male,Mumbai,Basic,,33.36,269,62,3,86,UPI,Good,1,Android,No,3.1
C10565,53.0,Female,Trichy,Basic,1220.62,22.18,331,51,0,12,Auto Pay,Good,5,Android,Yes,2.9
C11129,64.0,Male,Trichy,Standard,1240.5,17.22,432,41,2,91,Auto Pay,Average,2,iPhone,No,3.0
C10709,63.0,Female,Kochi,Basic,384.34,9.53,208,50,4,43,UPI,Poor,1,Android,Yes,3.1
C10113,45.0,Female,Madurai,Standard,1569.06,11.66,504,44,2,87,Debit Card,Good,4,iPhone,Yes,2.9
C10772,20.0,Female,Mumbai,Standard,627.77,6.76,355,46,0,52,UPI,Excellent,0,Android,No,3.0
C10174,47.0,Female,Chennai,Standard,336.05,8.42,339,46,2,90,Net Banking,Good,0,Android,No,4.6
C10201,56.0,Male,Salem,Standard,311.0,15.86,308,38,0,89,Debit Card,Excellent,1,iPhone,Yes,4.0
C10013,53.0,Female,Salem,Unlimited,,26.23,146,53,0,34,UPI,Average,2,iPhone,No,4.8
C10171,61.0,Male,Salem,Basic,1638.0,14.72,285,59,4,60,Auto Pay,Poor,3,iPhone,Yes,1.8
C10711,23.0,Female,Salem,Premium,884.35,25.19,702,39,2,3,UPI,Excellent,0,Android,No,3.4
C10119,50.0,Male,Madurai,Standard,383.43,32.71,318,40,0,81,Auto Pay,Good,1,iPhone,No,3.6
C11169,18.0,Female,Coimbatore,Basic,1131.98,12.08,472,44,0,42,Net Banking,Good,0,iPhone,No,4.8
C10097,26.0,Male,Salem,Standard,333.7,12.85,109,50,2,4,Debit Card,Good,3,iPhone,No,3.2
C10821,28.0,Male,Hyderabad,Standard,2148.36,18.39,581,38,2,6,UPI,Good,2,iPhone,No,3.4
C10712,35.0,Female,Salem,Unlimited,405.45,12.17,687,54,0,41,Credit Card,Excellent,1,Android,No,4.3
C10521,43.0,Female,Pune,Standard,649.14,32.25,396,41,0,7,Auto Pay,Average,1,Android,No,3.0
C10003,32.0,Female,Trichy,Unlimited,1810.41,27.8,144,53,3,50,UPI,Good,2,Android,Yes,2.9
C10526,43.0,Female,Chennai,Unlimited,789.29,17.97,345,50,2,63,Credit Card,Average,2,Android,No,3.4
C10391,33.0,Male,Kochi,Basic,681.29,6.03,120,36,0,27,Credit Card,Excellent,2,Android,No,4.1
C10318,62.0,Male,Hyderabad,Basic,1340.35,29.19,316,32,1,7,UPI,Average,1,Android,Yes,3.1
C10382,41.0,Female,Kochi,Basic,516.69,9.05,400,53,1,25,Credit Card,Excellent,0,Android,No,4.7
C10424,33.0,Male,Coimbatore,Standard,979.25,,783,49,0,48,UPI,Poor,0,Android,No,2.9
C10525,27.0,Female,Hyderabad,Basic,1252.47,20.45,119,35,1,20,UPI,Good,1,Android,No,4.0
C10242,20.0,Female,Hyderabad,Basic,610.77,23.61,224,45,3,88,UPI,Excellent,0,Android,No,2.6
C10787,28.0,Female,Mumbai,Premium,1825.74,4.72,425,42,1,42,Debit Card,Good,1,Android,Yes,2.6
C11161,18.0,Male,Mumbai,Standard,791.55,5.87,263,38,0,5,Credit Card,Average,2,Android,No,4.2
C11087,44.0,Male,Madurai,Premium,1993.11,22.86,510,47,1,17,Auto Pay,Good,1,Android,Yes,4.1
C10398,19.0,Female,Hyderabad,Basic,1789.81,19.42,579,50,2,22,UPI,Average,2,Android,No,2.7
C10397,51.0,Male,Trichy,Standard,1960.47,34.72,264,46,1,71,UPI,Average,0,Feature Phone,Yes,4.1
C10477,27.0,Female,Salem,Standard,2105.03,11.56,282,43,0,50,Debit Card,Average,1,Android,No,3.5
C10163,39.0,Female,Chennai,Standard,1651.36,,456,37,3,63,Net Banking,Average,1,Android,Yes,2.8
C10559,34.0,Male,Chennai,Basic,322.81,18.83,105,47,1,39,UPI,Average,2,Android,No,3.5
C10288,42.0,Male,Hyderabad,Premium,1738.2,18.33,463,38,4,32,Auto Pay,Average,2,Android,Yes,2.2
C10435,40.0,Male,Trichy,Premium,1957.7,11.75,223,57,2,84,Credit Card,Good,5,Android,No,2.0
C10129,18.0,Male,Hyderabad,Unlimited,606.45,20.34,184,34,1,89,Credit Card,Good,2,iPhone,No,2.8
C10903,56.0,Female,Pune,Standard,473.18,2.16,365,44,1,42,Credit Card,Excellent,2,Android,No,3.4
C10633,56.0,Female,Bengaluru,Basic,657.21,28.0,96,45,1,92,Credit Card,Average,0,iPhone,No,3.5
C10550,49.0,Female,Salem,Standard,1377.5,39.77,431,59,3,85,Auto Pay,Excellent,2,iPhone,No,3.5
C10961,21.0,Male,Pune,Premium,2267.27,,395,39,1,18,UPI,Good,3,iPhone,No,2.9
C10493,45.0,Female,Bengaluru,Standard,1651.16,12.93,282,52,0,16,Net Banking,Excellent,2,Android,No,5.0
C10628,53.0,Female,Madurai,Standard,1968.72,13.2,794,42,1,89,Credit Card,Good,1,iPhone,No,3.5
C10552,29.0,Male,Madurai,Premium,1061.1,8.98,247,52,0,22,Debit Card,Good,1,Android,No,4.8
C10865,60.0,Female,Pune,Basic,2050.9,9.07,180,40,1,6,Auto Pay,Average,0,iPhone,No,4.8
C10568,36.0,Female,Salem,Basic,2180.33,18.61,596,35,1,17,UPI,Good,2,iPhone,No,2.7
C10277,37.0,Female,Mumbai,Basic,510.0,17.64,227,46,2,4,UPI,Average,1,iPhone,Yes,3.1
C10084,35.0,Female,Trichy,Premium,1691.16,24.0,269,41,4,8,Credit Card,Good,3,Android,Yes,2.6
C10133,31.0,Female,Bengaluru,Basic,1386.45,9.31,240,36,0,10,Debit Card,Excellent,3,Android,Yes,2.8
C10209,40.0,Male,Mumbai,Standard,2135.98,15.98,264,42,2,61,Auto Pay,,0,iPhone,No,4.8
C11004,37.0,Male,Coimbatore,Basic,963.0,23.57,250,46,1,39,Debit Card,Average,0,Android,No,5.0
C10883,43.0,Male,Bengaluru,Basic,226.61,9.15,251,44,3,90,Net Banking,Excellent,2,iPhone,No,3.4
C10342,54.0,Female,Mumbai,Basic,1514.88,7.89,307,37,1,12,Debit Card,Average,2,Android,No,3.3
C10169,45.0,Female,Pune,Premium,1590.71,3.75,130,64,1,3,UPI,Excellent,4,iPhone,Yes,3.4
C10892,62.0,Male,Mumbai,Standard,1311.05,22.9,301,46,4,22,,Good,1,iPhone,Yes,2.6
C10192,59.0,Male,Mumbai,Premium,533.25,12.82,492,52,0,28,Credit Card,Good,1,Android,No,4.6
C11046,59.0,Male,Trichy,Basic,1811.52,25.5,199,50,3,3,UPI,Good,3,iPhone,Yes,2.6
C10206,19.0,Female,Hyderabad,Unlimited,1683.82,9.88,1000,51,2,93,Debit Card,Good,1,iPhone,No,3.3
C10386,62.0,Male,Bengaluru,Standard,748.85,20.58,331,54,1,47,UPI,Average,4,iPhone,No,3.5
C10312,39.0,Female,Pune,Standard,800.07,8.59,297,42,4,80,Credit Card,Good,4,Android,Yes,2.5
C10556,52.0,Male,Mumbai,Basic,280.86,13.06,160,32,3,19,Debit Card,Excellent,2,Android,Yes,3.1
C10741,34.0,Female,Chennai,Basic,721.05,12.1,468,50,1,48,Net Banking,Excellent,2,Android,No,4.2
C10134,20.0,Female,Salem,Standard,1534.48,25.26,90,53,2,70,Debit Card,Average,3,Android,Yes,3.2
C10920,64.0,Male,Bengaluru,Standard,1042.64,23.38,630,42,4,60,UPI,Poor,3,Feature Phone,Yes,1.5
C10187,25.0,Male,Madurai,Basic,1113.92,9.11,230,47,0,8,Net Banking,Average,3,iPhone,No,3.6
C10270,49.0,Female,Bengaluru,Premium,1790.72,44.75,668,53,3,35,Auto Pay,Average,1,Feature Phone,No,3.6
C10710,52.0,Male,Bengaluru,Unlimited,,39.16,259,39,0,53,UPI,Excellent,3,iPhone,No,3.3
C10307,24.0,Female,Mumbai,Standard,2030.36,9.76,515,42,2,10,Net Banking,Excellent,2,Android,No,3.3
C10090,,Female,Salem,Unlimited,1122.36,12.54,138,44,2,10,UPI,Average,1,Feature Phone,Yes,3.4
C10083,62.0,Male,Pune,Premium,2362.16,14.28,427,42,0,88,UPI,Average,1,Android,Yes,4.1
C10745,55.0,Female,Kochi,Unlimited,985.9,15.83,695,44,1,57,Credit Card,Poor,3,iPhone,No,2.3
C10666,53.0,Male,Madurai,Premium,1982.04,5.72,59,46,0,8,,Good,1,Android,No,4.3
C10579,52.0,Male,Hyderabad,Premium,2480.91,22.15,561,51,1,66,UPI,Excellent,3,iPhone,No,3.8
C10609,57.0,Female,Mumbai,Premium,935.92,8.13,647,42,5,35,Credit Card,Excellent,1,iPhone,Yes,3.0
C10520,34.0,Male,Chennai,Unlimited,2004.65,11.15,179,42,1,34,Auto Pay,Good,0,iPhone,No,4.5
C10553,30.0,Male,Chennai,Basic,,22.94,81,41,1,19,UPI,Average,0,iPhone,No,4.4
C10114,24.0,Male,,Basic,384.42,16.68,82,53,1,13,Debit Card,Excellent,2,Feature Phone,No,4.0
C10629,23.0,Male,Mumbai,Basic,2349.03,13.67,302,56,0,95,Debit Card,Excellent,2,Android,No,3.1
C10220,49.0,Male,Kochi,Unlimited,2381.66,22.04,566,51,0,16,UPI,Average,0,Android,No,3.8
C10107,52.0,Male,Hyderabad,Premium,2287.44,5.16,132,44,0,69,Credit Card,Good,0,iPhone,No,4.8
C10336,47.0,Female,Salem,Premium,2247.51,19.72,213,46,1,50,UPI,Poor,2,iPhone,No,2.8
C10863,64.0,Male,Mumbai,Basic,1393.42,6.63,166,46,0,81,UPI,Good,0,iPhone,Yes,4.6
C10394,40.0,Male,Salem,Standard,2348.45,29.78,65,25,4,75,Auto Pay,Good,2,Feature Phone,No,2.6
C10924,25.0,Male,Salem,Basic,2430.17,27.33,271,37,1,2,Debit Card,Average,1,iPhone,Yes,3.8
C10897,42.0,Female,Pune,Basic,750.59,40.31,196,28,3,16,Auto Pay,Excellent,3,Android,No,3.7
C10480,51.0,Male,Bengaluru,Standard,441.42,17.01,265,44,3,51,Auto Pay,Average,0,iPhone,Yes,3.5
C10058,31.0,Male,Mumbai,Premium,1147.24,7.28,596,62,1,28,Debit Card,Average,1,iPhone,No,3.2
C10622,39.0,Male,Mumbai,Unlimited,767.01,8.7,58,51,3,93,Debit Card,Excellent,1,Android,No,2.8
C11131,63.0,Male,Kochi,Standard,2404.41,43.32,263,39,1,95,Credit Card,Poor,3,Android,Yes,2.1
C11037,38.0,Female,Coimbatore,Premium,1015.03,17.5,66,54,1,56,Net Banking,Excellent,2,Android,No,2.8
C10028,61.0,Male,Kochi,Premium,1665.88,11.06,428,42,0,9,Net Banking,Excellent,2,Android,No,3.4
C10809,34.0,Female,Madurai,Premium,2263.01,16.05,105,41,2,54,Debit Card,Excellent,1,Android,No,3.4
C10952,54.0,Male,Salem,Basic,1770.16,30.36,312,38,2,19,Debit Card,Poor,2,iPhone,Yes,2.5
C11114,48.0,Female,Bengaluru,Premium,2001.05,7.47,465,39,2,89,UPI,Good,0,iPhone,No,4.0
C10416,21.0,Female,Mumbai,Unlimited,2290.28,26.64,438,51,0,61,,Good,1,Android,No,3.3
C10939,38.0,Male,Pune,Basic,1602.83,7.8,100,38,1,62,Credit Card,Good,3,iPhone,No,4.2
C10847,23.0,Female,Mumbai,Standard,1580.34,11.46,553,45,1,44,Net Banking,Good,2,Android,Yes,3.7
C10983,18.0,Male,Bengaluru,Standard,1967.84,22.51,476,48,0,20,,Good,4,Android,Yes,3.4
C10036,61.0,Male,Kochi,Premium,2264.25,7.37,133,37,0,61,Debit Card,Excellent,2,Android,No,2.6
C10942,21.0,Male,Madurai,Premium,988.53,18.25,307,47,0,92,Auto Pay,Good,0,Android,No,5.0
C10771,51.0,Female,Trichy,Standard,1658.91,15.3,443,49,1,69,UPI,Good,2,Android,Yes,2.6
C10280,41.0,Male,Coimbatore,Standard,504.92,42.67,414,43,1,74,Auto Pay,Poor,1,Android,Yes,3.4
C10331,21.0,Male,Trichy,Basic,2261.12,13.99,212,33,4,48,Credit Card,Good,3,iPhone,Yes,3.7
C10160,30.0,Female,Chennai,Unlimited,2038.5,26.67,333,47,2,15,Credit Card,Good,2,Android,No,2.9
C10683,49.0,Female,Kochi,Standard,2072.08,13.39,313,51,3,43,Credit Card,Poor,0,iPhone,No,2.4
C10527,51.0,Male,Hyderabad,Premium,1928.86,26.92,485,35,1,80,UPI,Good,0,Android,No,3.7
C10599,64.0,Female,Hyderabad,Standard,1065.79,14.15,140,38,4,2,Debit Card,Good,3,Android,Yes,2.4
C10496,37.0,Female,Coimbatore,Standard,2365.73,22.16,392,46,0,84,Auto Pay,Excellent,0,Android,No,4.2
C10125,57.0,Male,Coimbatore,Basic,2363.02,20.51,658,59,3,48,Credit Card,Average,1,Android,No,2.3
C11135,30.0,Female,Kochi,Standard,840.72,15.05,187,44,0,59,UPI,Excellent,1,Android,No,4.7
C11125,55.0,Male,Salem,Standard,1613.66,23.94,148,39,1,74,UPI,Good,1,iPhone,No,4.8
C11091,19.0,Male,Mumbai,Standard,964.28,27.33,105,40,4,7,Debit Card,Average,0,iPhone,Yes,3.0
C10854,51.0,Male,Madurai,Standard,1952.09,5.25,651,31,0,37,UPI,Poor,2,iPhone,Yes,3.2
C10118,51.0,Female,Trichy,Standard,2104.41,23.8,266,48,1,72,UPI,Average,1,Android,No,3.5
C11159,28.0,Male,Kochi,Premium,1435.34,15.72,195,44,1,49,Credit Card,Excellent,0,Android,No,4.1
C10156,32.0,Male,Kochi,Standard,2086.12,31.93,326,42,2,84,UPI,Good,3,Android,No,2.8
C11058,32.0,Female,Coimbatore,Standard,1848.7,31.64,464,36,2,84,Credit Card,Average,2,iPhone,No,3.3
C10433,54.0,Female,Hyderabad,Basic,2174.01,16.17,202,51,3,54,Credit Card,Good,1,iPhone,No,2.8
C10747,40.0,Male,Madurai,Standard,1222.16,24.96,107,33,2,9,Credit Card,Excellent,1,Android,No,4.2
C10459,31.0,Male,Chennai,Premium,1905.55,3.86,234,37,0,93,Credit Card,Poor,2,Android,Yes,3.8
C10244,37.0,Male,Mumbai,Standard,1757.36,35.27,384,38,0,2,Debit Card,Good,4,Android,No,4.2
C10880,41.0,Other,Madurai,Standard,1290.97,16.27,433,38,1,42,Net Banking,Good,1,iPhone,No,4.2
C10523,46.0,Male,Bengaluru,Basic,1691.12,35.11,153,47,1,11,Credit Card,Good,1,iPhone,No,3.6
C10415,56.0,Male,Chennai,Basic,2000.79,40.17,469,56,4,89,UPI,Good,2,Android,No,2.9
C11065,31.0,Male,Kochi,Premium,2422.42,12.77,237,40,1,2,Debit Card,Good,0,Android,No,3.3
C10375,60.0,Female,Bengaluru,Standard,859.61,25.6,65,56,2,69,UPI,Good,0,iPhone,Yes,4.2
C10354,35.0,Male,Hyderabad,Unlimited,594.21,9.44,341,53,1,57,UPI,Good,0,Android,No,3.9
C10674,32.0,Female,Madurai,Standard,1637.5,17.86,400,50,2,13,UPI,Average,1,iPhone,Yes,2.9
C10453,29.0,Male,Coimbatore,Unlimited,2066.48,20.11,426,54,1,61,Auto Pay,Excellent,0,iPhone,Yes,4.6
C10615,46.0,Female,Chennai,Standard,361.23,19.11,276,37,1,88,Credit Card,Good,1,iPhone,Yes,3.8
C10894,55.0,Female,Hyderabad,Standard,371.26,22.77,793,53,0,61,UPI,Good,1,Android,No,4.4
C11027,57.0,Female,Mumbai,Basic,1938.24,6.51,325,43,5,48,Credit Card,Excellent,0,Android,Yes,3.5
C10021,47.0,Male,Kochi,Basic,1444.16,7.52,199,53,1,71,Auto Pay,Good,1,Android,Yes,3.9
C11009,26.0,Male,Trichy,Standard,2034.4,25.23,303,41,3,61,Debit Card,Excellent,2,Feature Phone,Yes,3.3
C11132,60.0,Male,Bengaluru,Basic,527.47,19.34,379,41,1,50,Net Banking,Good,2,Android,No,2.7
C10032,45.0,Male,Salem,Basic,,36.66,238,46,0,76,Net Banking,Good,1,Feature Phone,No,4.8
C10749,54.0,Male,Madurai,Standard,1007.79,12.47,105,42,0,57,UPI,Average,1,iPhone,No,4.2
C11153,26.0,Male,Bengaluru,Standard,213.22,31.26,740,47,2,32,UPI,Average,2,Android,No,2.6
C10092,32.0,Male,Trichy,Basic,490.7,24.16,335,28,1,15,Debit Card,Good,1,iPhone,Yes,4.1
C11042,43.0,Female,Hyderabad,Premium,548.01,27.89,765,53,2,57,Net Banking,Excellent,4,Android,Yes,2.7
C10054,61.0,Female,,Basic,1753.02,18.98,302,47,0,60,Net Banking,Good,4,Android,Yes,3.3
C10457,39.0,Male,Hyderabad,Unlimited,501.88,26.24,156,44,3,62,Debit Card,Average,1,Android,No,3.0
C10461,22.0,Female,Madurai,Premium,779.32,18.8,617,43,2,57,UPI,Poor,2,Android,No,2.6
C10913,27.0,Male,Coimbatore,Premium,290.82,30.19,321,43,3,76,UPI,Good,3,Android,No,3.6
C10436,26.0,Male,Pune,Premium,536.4,17.6,277,40,2,7,Credit Card,Average,6,Android,Yes,2.9
